scenario_id,domain,source_id,sender,information,allowed_recipient,disallowed_recipient,allowed_purpose,disallowed_purpose,semantic_label,semantic_reason
103108,healthcare,main317,athletic coach,medical physical examination records with names of clients,treating clinician,clinic administrator,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103124,healthcare,main178,patient's caregiver,a scheduled medical appointment,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103156,healthcare,main298,medical and public health social workers,STI screening results,treating clinician,wellness coach,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103163,healthcare,main448,medical and public health social workers,details on a recent illness,treating clinician,medical trainee,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103167,healthcare,main298,medical and public health social workers,STI screening results,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103184,healthcare,main427,emergency medical technician,the names of deceased victims related to a motor vehicle accident he is helping with the aid,treating clinician,family member,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103188,healthcare,main160,prospective LGBT parent,medical information regarding family planning for an LGBT couple,treating clinician,clinic administrator,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103195,healthcare,main121,healthcare professional,personal medication,treating clinician,insurance reviewer,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103200,healthcare,main455,athletic coach,medical information,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103201,healthcare,main315,student,secret health information,treating clinician,research coordinator,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103208,healthcare,main486,athletic coach,an athlete's medical issues,treating clinician,family member,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103235,healthcare,main71,human resources manager,medical condition,treating clinician,wellness coach,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103239,healthcare,main488,medical and public health social workers,medical concerns,treating clinician,wellness coach,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103256,healthcare,main488,medical and public health social workers,medical concerns,treating clinician,wellness coach,care coordination,marketing outreach,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103259,healthcare,main159,individual in recovery,personal struggles with substance use disorder,treating clinician,medical trainee,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103316,healthcare,main317,athletic coach,medical physical examination records with names of clients,treating clinician,insurance reviewer,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103336,healthcare,main315,student,secret health information,treating clinician,wellness coach,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103354,healthcare,main317,athletic coach,medical physical examination records with names of clients,treating clinician,medical trainee,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103377,healthcare,main443,community health nurse,diagnosis and treatment plans,treating clinician,insurance reviewer,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103382,healthcare,main121,healthcare professional,personal medication,treating clinician,medical trainee,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103420,healthcare,main189,adult's caregiver,medical appointment outcomes,treating clinician,insurance reviewer,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103459,healthcare,main96,teacher,A student's medical condition,treating clinician,clinic administrator,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103460,healthcare,main256,emergency medical technician,emergency treatment records,treating clinician,wellness coach,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103470,healthcare,main96,teacher,A student's medical condition,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103478,healthcare,main160,prospective LGBT parent,medical information regarding family planning for an LGBT couple,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103490,healthcare,main259,medical and public health social workers,a cancer diagnosis,treating clinician,medical trainee,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103563,healthcare,main34,nurse,Detailed personal health diagnosis,treating clinician,insurance reviewer,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103566,healthcare,main203,alcohol & drug abuse assistance coordinator,medical records and the name of people,treating clinician,wellness coach,care coordination,staff training,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103582,healthcare,main63,patient's primary care physician,current medication regimen of a patient,treating clinician,wellness coach,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103628,healthcare,main178,patient's caregiver,a scheduled medical appointment,treating clinician,wellness coach,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103671,healthcare,main160,prospective LGBT parent,medical information regarding family planning for an LGBT couple,treating clinician,research coordinator,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103672,healthcare,main424,hospital nurse,cancer diagnosis,treating clinician,medical trainee,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103679,healthcare,main163,healthcare surrogate,medication schedule for an elderly relative,treating clinician,clinic administrator,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103684,healthcare,main183,school nurse,medical diagnosis of a student,treating clinician,insurance reviewer,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103689,healthcare,main259,medical and public health social workers,a cancer diagnosis,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103691,healthcare,main71,human resources manager,medical condition,treating clinician,wellness coach,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103750,healthcare,main197,doctor,The sex of the baby discovered during an ultrasound (unknown by the mother yet),treating clinician,medical trainee,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103766,healthcare,main60,child's healthcare provider,medical treatment of a child,treating clinician,family member,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103792,healthcare,main71,human resources manager,medical condition,treating clinician,clinic administrator,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103847,healthcare,main405,alcohol & drug abuse assistance coordinator,specific stories of drug use,treating clinician,medical trainee,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103868,healthcare,main481,medical and public health social workers,health diagnoses and prescription medications,treating clinician,medical trainee,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103920,healthcare,main137,healthcare worker,HIV diagnosis and related medical details,treating clinician,medical trainee,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103971,healthcare,main405,alcohol & drug abuse assistance coordinator,specific stories of drug use,treating clinician,medical trainee,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
103998,healthcare,main138,individual living with HIV,HIV status and personal story,treating clinician,medical trainee,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104000,healthcare,main424,hospital nurse,cancer diagnosis,treating clinician,clinic administrator,care coordination,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104043,healthcare,main183,school nurse,medical diagnosis of a student,treating clinician,medical trainee,care coordination,insurance risk scoring,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104083,healthcare,main317,athletic coach,medical physical examination records with names of clients,treating clinician,wellness coach,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104114,healthcare,main138,individual living with HIV,HIV status and personal story,treating clinician,medical trainee,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104146,healthcare,main96,teacher,A student's medical condition,treating clinician,insurance reviewer,care coordination,quality analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104199,healthcare,main160,prospective LGBT parent,medical information regarding family planning for an LGBT couple,treating clinician,family member,care coordination,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104217,education,main290,athletic coach,students performance measures,academic advisor,future employer,student support,academic analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104225,education,main165,teacher,parent contact list (one student lives in a single-parent family),academic advisor,future employer,student support,training material,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104248,education,main382,school psychologist,Mental test results,academic advisor,scholarship committee,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104315,education,main428,professor,students' information revealed in the writing prompts,academic advisor,scholarship committee,student support,performance ranking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104384,education,main165,teacher,parent contact list (one student lives in a single-parent family),academic advisor,school administrator,student support,training material,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104425,education,main393,professor,absenteeism record,academic advisor,school administrator,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104463,education,main73,child's teacher,child's academic performance,academic advisor,classroom volunteer,student support,program evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104486,education,main218,administrative assistant,"a detailed list of students names, addresses and phone numbers",academic advisor,scholarship committee,student support,training material,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104506,education,main273,professor,phones numbers and addresses,academic advisor,scholarship committee,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104508,education,main186,university researcher,details about someone's creative expression linked to their sexual orientation or gender identity,academic advisor,classroom volunteer,student support,academic analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104514,education,main257,athletic coach,private discussions about how to improve performance,academic advisor,school administrator,student support,performance ranking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104537,education,main466,high school teacher,performance and grades,academic advisor,future employer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104539,education,main73,child's teacher,child's academic performance,academic advisor,classroom volunteer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104606,education,main428,professor,students' information revealed in the writing prompts,academic advisor,classroom volunteer,student support,eligibility screening,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104632,education,main218,administrative assistant,"a detailed list of students names, addresses and phone numbers",academic advisor,classroom volunteer,student support,eligibility screening,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104640,education,main165,teacher,parent contact list (one student lives in a single-parent family),academic advisor,student mentor,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104645,education,main292,alumni relations coordinator,the personal essays of applicants,academic advisor,student mentor,student support,performance ranking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104680,education,main218,administrative assistant,"a detailed list of students names, addresses and phone numbers",academic advisor,classroom volunteer,student support,program evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104688,education,main271,foreign student adviser,courses and grades,academic advisor,classroom volunteer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104689,education,main257,athletic coach,private discussions about how to improve performance,academic advisor,scholarship committee,student support,performance ranking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104702,education,main480,professor,a negative family situation,academic advisor,student mentor,student support,program evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104828,education,main240,professor,information about immigration status,academic advisor,scholarship committee,student support,training material,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104840,education,main428,professor,students' information revealed in the writing prompts,academic advisor,future employer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104925,education,main428,professor,students' information revealed in the writing prompts,academic advisor,school administrator,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
104957,education,main249,professor,grades,academic advisor,classroom volunteer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105079,education,main480,professor,a negative family situation,academic advisor,student mentor,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105098,education,main97,school administrator,Student's demographic information,academic advisor,classroom volunteer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105137,education,main273,professor,phones numbers and addresses,academic advisor,school administrator,student support,performance ranking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105160,education,main343,professor,specific grading information,academic advisor,classroom volunteer,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105272,education,main382,school psychologist,Mental test results,academic advisor,school administrator,student support,public recognition,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105310,legal,main316,lawyer,money problems in a lawsuit,attorney,journalist,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105314,legal,main262,social worker,the name and personal issues,attorney,hiring committee,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105315,legal,main296,criminal investigator (detective),details of a crime scene,attorney,journalist,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105320,legal,main92,legal assistant,identity change documentation,attorney,journalist,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105322,legal,main212,lawyer,alleged crime,attorney,journalist,legal representation,professional networking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105330,legal,main212,lawyer,alleged crime,attorney,journalist,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105333,legal,main344,patent agent,proprietary information about the patent,attorney,opposing counsel,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105362,legal,main1,lawyer,a pending legal case,attorney,journalist,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105364,legal,main344,patent agent,proprietary information about the patent,attorney,hiring committee,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105380,legal,main325,lawyer,personal details relating to court cases,attorney,case manager,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105396,legal,main316,lawyer,money problems in a lawsuit,attorney,journalist,legal representation,professional networking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105409,legal,main403,criminal investigator (detective),unpublic incarceration date,attorney,opposing counsel,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105420,legal,main310,lawyer,an admission of guilt,attorney,hiring committee,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105478,legal,main215,lawyer,proprietary information about her client's business,attorney,case manager,legal representation,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105505,legal,main325,lawyer,personal details relating to court cases,attorney,journalist,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105521,legal,main325,lawyer,personal details relating to court cases,attorney,opposing counsel,legal representation,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105541,legal,main397,lawyer,thoughts about chances of getting conviction,attorney,opposing counsel,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105548,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,journalist,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105563,legal,main310,lawyer,an admission of guilt,attorney,hiring committee,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105569,legal,main260,criminal investigator (detective),potential evidence,attorney,journalist,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105581,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,opposing counsel,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105585,legal,main397,lawyer,thoughts about chances of getting conviction,attorney,hiring committee,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105611,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,hiring committee,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105620,legal,main206,lawyer,information about the case,attorney,hiring committee,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105621,legal,main92,legal assistant,identity change documentation,attorney,hiring committee,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105623,legal,main205,lawyer,information about the trial or client,attorney,opposing counsel,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105640,legal,main403,criminal investigator (detective),unpublic incarceration date,attorney,opposing counsel,legal representation,professional networking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105659,legal,main316,lawyer,money problems in a lawsuit,attorney,hiring committee,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105666,legal,main248,lawyer,her personal opinions about the perceived guilt or innocence,attorney,opposing counsel,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105674,legal,main397,lawyer,thoughts about chances of getting conviction,attorney,journalist,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105682,legal,main262,social worker,the name and personal issues,attorney,hiring committee,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105690,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,journalist,legal representation,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105693,legal,main206,lawyer,information about the case,attorney,opposing counsel,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105724,legal,main391,lawyer,bank information and account history,attorney,case manager,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105749,legal,main106,one of the LGBT parents,LGBT parents' co-parenting arrangements,attorney,journalist,legal representation,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105782,legal,main397,lawyer,thoughts about chances of getting conviction,attorney,professional mentor,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105789,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,hiring committee,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105796,legal,main213,lawyer,a list of people involved in the case,attorney,case manager,legal representation,professional networking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105798,legal,main415,lawyer,specifics of a case he is working on,attorney,opposing counsel,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105933,legal,main232,lawyer,evidence related to the murder trial,attorney,opposing counsel,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105948,legal,main205,lawyer,information about the trial or client,attorney,professional mentor,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
105953,legal,main262,social worker,the name and personal issues,attorney,hiring committee,legal representation,case analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106037,legal,main268,patent agent,case data,attorney,case manager,legal representation,professional networking,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106091,legal,main391,lawyer,bank information and account history,attorney,opposing counsel,legal representation,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106145,legal,main106,one of the LGBT parents,LGBT parents' co-parenting arrangements,attorney,professional mentor,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106158,legal,main310,lawyer,an admission of guilt,attorney,hiring committee,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106159,legal,main268,patent agent,case data,attorney,professional mentor,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106165,legal,main310,lawyer,an admission of guilt,attorney,journalist,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106219,legal,main248,lawyer,her personal opinions about the perceived guilt or innocence,attorney,case manager,legal representation,public interest discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106278,legal,main161,community advocate,legal help inquiries regarding immigration status,attorney,case manager,legal representation,marketing the law firm,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106314,workplace,main87,colleague,details of a personal dietary restriction,HR officer,project teammate,workplace support,workplace analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106317,workplace,main57,employee,request for disability accommodation,HR officer,manager,workplace support,performance evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106381,workplace,main27,employee,religious beliefs,HR officer,external consultant,workplace support,performance evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106501,workplace,main27,employee,religious beliefs,HR officer,external consultant,workplace support,promotion decision,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106566,workplace,main98,HR representative,Employee's personal identification number,HR officer,team lead,workplace support,workplace analytics,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106702,workplace,main51,HR representative,upcoming relocation details,HR officer,team lead,workplace support,performance evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106703,workplace,main57,employee,request for disability accommodation,HR officer,team lead,workplace support,performance evaluation,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106715,workplace,main68,HR representative,employee resignation and termination details,HR officer,project teammate,workplace support,training example,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106802,address_safety,main133,survivor's friend,home address,emergency contact,delivery coordinator,safety planning,logistics planning,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106809,address_safety,main69,friend of the data owner,personal address,emergency contact,travel planner,safety planning,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106810,address_safety,main429,social worker,names or addresses,emergency contact,travel planner,safety planning,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106819,address_safety,main196,friend of the judge,home address,emergency contact,community volunteer,safety planning,route optimization,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106822,address_safety,main429,social worker,names or addresses,emergency contact,neighborhood organizer,safety planning,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106849,address_safety,main69,friend of the data owner,personal address,emergency contact,delivery coordinator,safety planning,neighborhood coordination,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106859,address_safety,main69,friend of the data owner,personal address,emergency contact,delivery coordinator,safety planning,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106863,address_safety,main133,survivor's friend,home address,emergency contact,delivery coordinator,safety planning,neighborhood coordination,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
106873,address_safety,main196,friend of the judge,home address,emergency contact,community volunteer,safety planning,risk assessment,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107067,address_safety,main133,survivor's friend,home address,emergency contact,delivery coordinator,safety planning,service improvement,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107120,personal_private,main117,individual's close friend,disclosing how an individual contracted HIV,trusted counselor,research assistant,personal support,team awareness,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107140,personal_private,main117,individual's close friend,disclosing how an individual contracted HIV,trusted counselor,research assistant,personal support,public update,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107147,personal_private,main117,individual's close friend,disclosing how an individual contracted HIV,trusted counselor,friend,personal support,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107152,personal_private,main117,individual's close friend,disclosing how an individual contracted HIV,trusted counselor,manager,personal support,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107190,personal_private,main474,book editor,relationship problems related to her marriage,trusted counselor,research assistant,personal support,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107305,personal_private,main117,individual's close friend,disclosing how an individual contracted HIV,trusted counselor,friend,personal support,planning discussion,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
107310,personal_private,main474,book editor,relationship problems related to her marriage,trusted counselor,marketing analyst,personal support,research dataset,good,A/B/C/D contrast is semantically plausible on a quick manual pass.
