component,layer,mode,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_toward_yes_mean,no_to_yes_flips,no_to_yes_flip_rate
mlp,0,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,1,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,1,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6509868421052631,0.007894736842105263,1,0.010526315789473684
mlp,1,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,1,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6513157894736842,0.007565789473684211,1,0.010526315789473684
mlp,1,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,1,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6473684210526316,0.011513157894736841,1,0.010526315789473684
mlp,2,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6526315789473685,0.00625,1,0.010526315789473684
mlp,2,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6506578947368421,0.008223684210526315,1,0.010526315789473684
mlp,2,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6476973684210526,0.01118421052631579,2,0.021052631578947368
mlp,3,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6509868421052631,0.007894736842105263,1,0.010526315789473684
mlp,3,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6391447368421053,0.019736842105263157,2,0.021052631578947368
mlp,3,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6332236842105263,0.025657894736842105,2,0.021052631578947368
mlp,4,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6529605263157895,0.0059210526315789476,1,0.010526315789473684
mlp,4,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6506578947368421,0.008223684210526315,1,0.010526315789473684
mlp,4,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6486842105263158,0.010197368421052632,2,0.021052631578947368
mlp,5,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6164473684210526,0.04243421052631579,5,0.05263157894736842
mlp,5,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.5835526315789473,0.07532894736842105,5,0.05263157894736842
mlp,5,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.5542763157894737,0.10460526315789474,6,0.06315789473684211
mlp,6,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6401315789473684,0.01875,2,0.021052631578947368
mlp,6,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6263157894736842,0.03256578947368421,3,0.031578947368421054
mlp,6,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6138157894736842,0.04506578947368421,5,0.05263157894736842
mlp,7,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6595394736842105,-0.0006578947368421052,0,0.0
mlp,7,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6592105263157895,-0.0003289473684210526,0,0.0
mlp,7,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6598684210526315,-0.000986842105263158,0,0.0
mlp,7,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6582236842105263,0.0006578947368421052,0,0.0
mlp,7,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6595394736842105,-0.0006578947368421052,0,0.0
mlp,7,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,1,0.010526315789473684
mlp,8,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
mlp,8,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,8,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6575657894736842,0.0013157894736842105,0,0.0
mlp,8,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,8,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
mlp,8,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,9,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6486842105263158,0.010197368421052632,1,0.010526315789473684
mlp,9,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6398026315789473,0.019078947368421053,2,0.021052631578947368
mlp,9,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6305921052631579,0.028289473684210528,2,0.021052631578947368
mlp,10,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.655921052631579,0.0029605263157894738,1,0.010526315789473684
mlp,10,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5424342105263158,0.11644736842105263,9,0.09473684210526316
mlp,10,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6552631578947369,0.003618421052631579,1,0.010526315789473684
mlp,10,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.44243421052631576,0.21644736842105264,21,0.22105263157894736
mlp,10,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6549342105263158,0.003947368421052632,1,0.010526315789473684
mlp,10,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.3526315789473684,0.30625,29,0.30526315789473685
mlp,11,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,11,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6078947368421053,0.05098684210526316,5,0.05263157894736842
mlp,11,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,11,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.5641447368421053,0.09473684210526316,6,0.06315789473684211
mlp,11,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,11,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.5171052631578947,0.1417763157894737,10,0.10526315789473684
mlp,12,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,1,0.010526315789473684
mlp,12,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6526315789473685,0.00625,0,0.0
mlp,12,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.65625,0.002631578947368421,1,0.010526315789473684
mlp,12,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.65,0.008881578947368421,0,0.0
mlp,12,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6539473684210526,0.004934210526315789,1,0.010526315789473684
mlp,12,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6430921052631579,0.015789473684210527,0,0.0
mlp,13,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6539473684210526,0.004934210526315789,1,0.010526315789473684
mlp,13,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5733552631578948,0.08552631578947369,5,0.05263157894736842
mlp,13,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,13,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.4924342105263158,0.16644736842105262,12,0.12631578947368421
mlp,13,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6542763157894737,0.004605263157894736,2,0.021052631578947368
mlp,13,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.41019736842105264,0.24868421052631579,21,0.22105263157894736
mlp,14,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
mlp,14,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,14,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,1,0.010526315789473684
mlp,14,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,14,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6585526315789474,0.0003289473684210526,2,0.021052631578947368
mlp,14,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,15,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6578947368421053,0.000986842105263158,1,0.010526315789473684
mlp,15,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,15,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6601973684210526,-0.0013157894736842105,1,0.010526315789473684
mlp,15,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,15,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6611842105263158,-0.002302631578947368,0,0.0
mlp,15,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,16,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,17,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,17,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5421052631578948,0.11677631578947369,8,0.08421052631578947
mlp,17,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,17,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.4328947368421053,0.22598684210526315,16,0.16842105263157894
mlp,17,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,17,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.32401315789473684,0.3348684210526316,29,0.30526315789473685
mlp,18,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6292763157894737,0.029605263157894735,1,0.010526315789473684
mlp,18,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.23289473684210527,0.42598684210526316,34,0.35789473684210527
mlp,18,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6029605263157894,0.05592105263157895,5,0.05263157894736842
mlp,18,remove_positive,1.0,real_direction,95,-0.6588815789473684,0.21513157894736842,0.8740131578947369,72,0.7578947368421053
mlp,18,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.5809210526315789,0.07796052631578948,8,0.08421052631578947
mlp,18,remove_positive,1.5,real_direction,95,-0.6588815789473684,0.6907894736842105,1.349671052631579,80,0.8421052631578947
mlp,19,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6526315789473685,0.00625,0,0.0
mlp,19,remove_positive,0.5,real_direction,95,-0.6588815789473684,0.1825657894736842,0.8414473684210526,71,0.7473684210526316
mlp,19,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,19,remove_positive,1.0,real_direction,95,-0.6588815789473684,1.1226973684210526,1.7815789473684212,87,0.9157894736842105
mlp,19,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.65,0.008881578947368421,1,0.010526315789473684
mlp,19,remove_positive,1.5,real_direction,95,-0.6588815789473684,2.15625,2.8151315789473683,95,1.0
mlp,20,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.655921052631579,0.0029605263157894738,0,0.0
mlp,20,remove_positive,0.5,real_direction,95,-0.6588815789473684,0.4963815789473684,1.1552631578947368,81,0.8526315789473684
mlp,20,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6585526315789474,0.0003289473684210526,1,0.010526315789473684
mlp,20,remove_positive,1.0,real_direction,95,-0.6588815789473684,1.9266447368421054,2.585526315789474,94,0.9894736842105263
mlp,20,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6625,-0.003618421052631579,0,0.0
mlp,20,remove_positive,1.5,real_direction,95,-0.6588815789473684,3.636842105263158,4.295723684210526,95,1.0
mlp,21,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,21,remove_positive,0.5,real_direction,95,-0.6588815789473684,0.5595394736842105,1.2184210526315788,82,0.8631578947368421
mlp,21,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,21,remove_positive,1.0,real_direction,95,-0.6588815789473684,2.1546052631578947,2.813486842105263,94,0.9894736842105263
mlp,21,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,21,remove_positive,1.5,real_direction,95,-0.6588815789473684,4.167105263157895,4.825986842105263,95,1.0
mlp,22,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6546052631578947,0.0042763157894736845,1,0.010526315789473684
mlp,22,remove_positive,0.5,real_direction,95,-0.6588815789473684,0.24342105263157895,0.9023026315789474,72,0.7578947368421053
mlp,22,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6526315789473685,0.00625,1,0.010526315789473684
mlp,22,remove_positive,1.0,real_direction,95,-0.6588815789473684,1.2950657894736841,1.9539473684210527,91,0.9578947368421052
mlp,22,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6503289473684211,0.008552631578947369,1,0.010526315789473684
mlp,22,remove_positive,1.5,real_direction,95,-0.6588815789473684,2.512828947368421,3.1717105263157896,95,1.0
mlp,23,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6615131578947369,-0.002631578947368421,1,0.010526315789473684
mlp,23,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.33223684210526316,0.32664473684210527,24,0.25263157894736843
mlp,23,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6684210526315789,-0.009539473684210526,1,0.010526315789473684
mlp,23,remove_positive,1.0,real_direction,95,-0.6588815789473684,0.013486842105263158,0.6723684210526316,59,0.6210526315789474
mlp,23,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6740131578947368,-0.015131578947368421,0,0.0
mlp,23,remove_positive,1.5,real_direction,95,-0.6588815789473684,0.36973684210526314,1.0286184210526317,75,0.7894736842105263
mlp,24,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,24,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5368421052631579,0.12203947368421053,7,0.07368421052631578
mlp,24,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,24,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.4118421052631579,0.24703947368421053,18,0.18947368421052632
mlp,24,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,24,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.2891447368421053,0.36973684210526314,32,0.3368421052631579
mlp,25,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.649671052631579,0.009210526315789473,1,0.010526315789473684
mlp,25,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5582236842105263,0.1006578947368421,9,0.09473684210526316
mlp,25,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6450657894736842,0.01381578947368421,2,0.021052631578947368
mlp,25,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.45953947368421055,0.1993421052631579,15,0.15789473684210525
mlp,25,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6375,0.02138157894736842,1,0.010526315789473684
mlp,25,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.36151315789473687,0.29736842105263156,21,0.22105263157894736
mlp,26,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,26,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.33881578947368424,0.3200657894736842,29,0.30526315789473685
mlp,26,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,26,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.008881578947368421,0.65,59,0.6210526315789474
mlp,26,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,26,remove_positive,1.5,real_direction,95,-0.6588815789473684,0.33519736842105263,0.9940789473684211,74,0.7789473684210526
mlp,27,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.655921052631579,0.0029605263157894738,1,0.010526315789473684
mlp,27,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.0628289473684212,1.7217105263157895,87,0.9157894736842105
mlp,27,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6526315789473685,0.00625,1,0.010526315789473684
mlp,27,remove_positive,1.0,real_direction,95,-0.6588815789473684,2.8059210526315788,3.4648026315789475,94,0.9894736842105263
mlp,27,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6476973684210526,0.01118421052631579,1,0.010526315789473684
mlp,27,remove_positive,1.5,real_direction,95,-0.6588815789473684,4.563486842105263,5.222368421052631,95,1.0
resid_post,0,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
resid_post,0,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6539473684210526,0.004934210526315789,1,0.010526315789473684
resid_post,0,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6575657894736842,0.0013157894736842105,1,0.010526315789473684
resid_post,0,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,0,0.0
resid_post,0,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6578947368421053,0.000986842105263158,1,0.010526315789473684
resid_post,0,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.656578947368421,0.002302631578947368,1,0.010526315789473684
resid_post,1,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.65625,0.002631578947368421,0,0.0
resid_post,1,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
resid_post,1,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6575657894736842,0.0013157894736842105,0,0.0
